"Module_RTclust","mz","time","TestSignal_plasma_09202017_50RP_014_NEG_matrix_1","TestSignal_plasma_09202017_50RP_015_NEG_matrix_2","TestSignal_plasma_09202017_50RP_016_NEG_matrix_3","TestSignal_plasma_09202017_50RP_017_NEG_NIST_1","TestSignal_plasma_09202017_50RP_018_NEG_NIST_2","TestSignal_plasma_09202017_50RP_019_NEG_NIST_3"
"16_3",313.20796,496.5,5404.9,6022.1,4593.1,10284.3,10513.9,11773.2
"16_3",465.28531,496.7,1406.6,1617.9,1180.6,27892.8,29300.4,22541.4
"16_3",526.35048,496.7,1911.9,1296.7,1037.8,433886.7,443718.3,431770.5
"16_3",527.35389,496.7,314.2,188.5,234.5,114995.6,112826.9,105577.2
"16_3",528.35687,496.7,315.6,234,221.6,24729.4,23626.6,24128.5
"16_3",594.33902,496.7,555.3,821.1,450.9,25510.1,25134.6,25494.7
"16_3",595.34198,496.7,1039.6,1000.9,935,7873.5,7460.7,8029
"16_3",662.32567,496.7,1941.2,2294.3,1110.9,7982.6,6524.8,8517.9
"16_3",1047.69703,496.7,921.1,1817.7,1623.2,9717.6,9871.8,9855.4
"16_3",1048.70116,496.7,1376.6,1771.7,1503,4965.1,5779.8,5249.3
"16_3",516.32075,497.3,103.6,281.2,358.2,7108.1,6997,6725.7
"16_3",351.22074,497.9,13541,14477.1,12760.6,75145,81702.3,80625.7
"16_3",478.29317,497.9,2161.1,1288,1268.7,897099.8,901628.1,886050.3
"16_3",479.29676,497.9,1794,832.7,768.1,241331,234875.3,244594.7
"16_3",608.25021,497.9,3214.2,2358.4,2232.5,4993.2,4020.4,3391.9
"16_3",1045.68262,497.9,1500.1,1416.3,2065.4,7157.9,6470,7249.6
"16_3",352.22394,498.3,2745.8,2535.6,2228.4,15810.4,15101.5,14977.2
"16_3",524.33518,498.5,2674,1652.5,1706,448002.6,459392.8,451127.4
"16_3",525.33833,498.5,534.5,1126.8,851.7,129835.2,125310.9,128702.2
"16_3",546.2808,498.5,1191.8,879.6,762.8,49094.6,46561.5,48207.2
"16_3",547.28466,498.5,1083.9,1267.5,1051.1,14394.4,13409.3,15789.7
"16_3",592.32221,498.5,796.9,704.3,445.5,23949.4,25489.9,26494.6
"16_3",487.29056,499.1,1250.6,615.3,1140.7,154600.1,158940.7,161341.3
"16_3",494.32466,499.1,860.2,472.3,399.5,16856.7,14215.4,16132.1
"16_3",554.34585,499.1,2826.2,1806.1,1863.3,857223.2,884641.3,861146.3
"16_3",555.34901,499.1,1849.5,1639.4,1187.4,257781.8,253914.4,250903.2
"16_3",488.29399,499.7,422.5,428.9,247.4,42487.1,43114.4,40067.3
"16_3",555.27832,499.7,1199.5,1151.3,710.3,9457.9,6530.2,5554.9
"16_3",623.336,499.7,1420.8,1528.3,1692.7,15919.6,16876.6,15839.1
"16_3",690.32054,499.7,2367.5,2397.5,2256.8,16147.2,17619.3,16817
"16_3",291.23268,500.3,3734.6,3407.7,3813.5,8768.8,7401.7,8723.2
"16_3",616.36142,500.3,895.3,380.2,632,233318.8,239993.7,239923.8
"16_3",617.36475,500.3,347.6,422.8,388.1,78865.2,85907.9,83536.7
"16_3",383.29011,500.9,243.4,348.3,707.9,5846.3,7569.6,7267.6
"16_3",618.36751,500.9,67.5,173.3,321.8,14622.3,20275,17520.6
"16_3",664.41867,500.9,410.5,667.8,459.3,11008.7,9850.5,9451
"16_3",665.42173,500.9,435.5,131.9,153,4233.6,3909.7,3636.6
"16_3",511.29076,501.5,818,392.7,486.6,98056.6,96474.1,99070.8
"16_3",512.29393,501.5,996.7,315,252.3,27492.3,30961.9,25870.5
"16_3",535.29117,501.5,901.2,986.8,731.2,20140.5,23006.9,20655
"16_3",309.14526,501.8,76971.9,80281.6,70170.1,192121.5,212546.8,208076.8
"16_3",353.21242,502.1,8772.2,8957.7,8626.4,24396.1,20368,29465.6
"16_3",322.21416,504,1204,1549.1,1700.3,11531.4,10532.1,16154.1
"16_3",395.24684,504.2,10950.9,9529.2,5001.4,45790.4,47975.8,48997.7
"16_3",438.29716,504.5,496.6,305.4,171.7,20127.9,20401.4,20033.8
"16_3",593.36449,504.6,525.8,701.6,557.5,90114.3,92415.4,91960.4
"16_3",660.34852,504.6,2195.7,2596,2818.1,22492.8,23675.1,22292.6
"16_3",661.35209,504.6,2283.9,2377.1,2054.8,7072.9,9733.2,7737.7
"16_3",483.30088,504.8,4973.6,3585.2,3686.7,17539.6,16991,18309.6
"16_3",440.27709,505.1,1402.2,1868.1,1549.8,5097.4,6799.8,4623.5
"16_3",466.29292,505.1,808.4,646.4,698.4,32675.3,29290.1,26883.1
"16_3",532.33922,505.1,876.7,679.1,692.5,3085.3,2697.9,4407.2
"16_3",592.36112,505.1,438.9,0,65.7,280669.2,290349.9,289784.4
"16_3",594.3671,505.1,272.3,115.4,221.2,17426.5,16372.5,16724.9
"16_3",321.21154,505.6,9225.1,7934,7526.6,113074.6,117768.1,112247.7
"16_3",439.27383,505.6,6768,4781.4,5303.1,24677,26122.7,25707
"16_3",417.24009,505.8,14988.2,12969,12215.7,24858.5,25930.3,27514.7
"16_3",535.39964,505.8,430.1,569.8,525.2,22368.2,24060.8,24515
"16_3",634.36896,506.3,234.7,232.3,0,7103.2,8173.3,8970.3
"16_3",377.26903,507,1526.1,1113.8,983.2,34886,22820.7,23106.6
"16_3",436.28272,507,3160.3,1195.9,323.1,124165,123064,120936.5
"16_3",437.28609,507,1084.2,832.1,682.9,29703.1,32833.9,31643.8
"16_3",504.27016,507,644.5,866.6,691.8,8099.6,8394.6,8972.3
"16_3",688.34083,507,2404.1,1840,2292.5,7272.6,7042,7777.6
"16_3",283.17047,507.6,2283.7,1362.5,1312,5403.9,6482.8,6634.4
"16_3",553.36987,507.6,540.1,482,516.8,92627.6,96839.6,97252.3
"16_3",599.31966,507.6,4462.3,3113.7,2044.9,400910.9,414368.5,408711
"16_3",600.32299,507.6,2267.7,2106.9,1674.1,113472.7,118526.9,114755.5
"16_3",601.32576,507.6,2158.8,1632.4,1270.5,27269.3,27519.3,27818.6
"16_3",602.32817,507.6,930.4,1744.1,1116.6,4256.5,4208.8,4420.7
"16_3",620.35319,507.6,2084.6,2047.7,2165.9,24378.9,20530.2,20908.4
"16_3",621.35765,507.6,531.4,592.3,549.2,6939.2,12519.2,8573.6
"16_3",667.30719,507.6,1979.3,2386.3,2022.5,18299.6,19452.9,19106.6
"16_3",735.2939,507.6,1988.4,1723.1,3071,5677.4,6493.3,6100.6
"16_3",824.31512,507.6,1031.8,1446.5,1106.8,1934,2512.2,2142.1
"16_3",552.36635,508.2,1538.5,281.5,624.5,290232.5,303479.5,301397.1
"16_3",365.26917,509.4,928.1,696.9,599.1,128885.6,126673.4,125081.6
"16_3",550.35081,509.4,961.6,1095.3,1098.2,74888.3,79848.7,83616.8
"16_3",551.3546,509.4,359.7,215.5,524.4,23303.4,25194.8,23617.8
"16_3",366.27266,510,541,537.5,641.6,34028.4,31357.1,36081.2
"16_3",580.361,511.2,765.2,782,973.1,53707.9,53313.3,48666.9
"16_3",694.42951,511.8,922.1,937.4,1039.2,69293.1,73378.9,75490
"16_3",695.4328,511.8,1103.6,990.9,515.4,28292.3,26571.6,28662.7
"16_3",696.43539,511.8,1085.5,1261.4,1766.9,7555.3,8271.5,6854.1
"16_3",712.44034,511.8,1246.9,643.7,753.1,15607.7,14524.7,15086.9
"16_3",713.44376,511.8,1096.5,591.2,550.2,5600.9,6184.9,6343.1
"16_3",762.41765,511.8,915,1229,1386.7,4726.3,3230.4,5812
"16_3",546.31881,512.4,392.9,594.1,916,8017.6,9468.5,8848.9
"16_3",754.48631,512.4,596.8,407.8,918.2,11406.5,12887.9,13051.9
"16_3",448.06408,513,6051.4,6595.5,5722.8,10214.9,9813.2,7109.8
"16_3",635.3797,513,277.7,978,65.6,9991.4,9632.3,7467.8
"16_3",417.2854,513.6,457,812.6,876.4,19833.3,22250.8,20582.2
"16_3",463.29132,513.6,3843.3,3492.1,3076.1,208194.6,207389.7,197067.7
"16_3",464.29593,513.6,1528.8,1694.3,1322.6,50616.2,52886.3,42065.6
"16_3",563.03231,513.6,7701.8,7081.7,8334.7,14099.1,19283.4,13121
"16_3",564.0329,513.6,2515.5,1975.6,2030.4,4799.1,5253.7,8649.3
"16_3",341.26958,514.2,881.2,992.6,845.1,25660.7,22317.9,21777.4
"16_3",538.35043,514.2,765.1,717.8,1262.6,25329.8,25061.2,25575.3
"16_3",782.27825,514.8,3137.4,3110.2,2955,14927.1,16608.4,14728.8
"16_3",471.29431,515.4,653.3,538.2,745.9,10960.6,13196.8,12344.5
"16_3",463.34101,516,3797.9,4250.4,3306.5,81176.3,102899.1,85858.2
"16_3",493.06816,516,2766.5,3024.4,2535.8,8104.5,6954.6,6707.2
"16_3",495.29583,516,567.3,774.4,396.4,6519.7,6898.9,7398.4
"16_3",471.37918,517.2,516.8,262.9,343.4,3366.7,3192.5,3265.7
"16_3",462.29821,517.8,3610.7,2582.6,2506.2,76384.4,83884.4,76789.4
"16_3",472.27006,517.8,353.5,395,169.4,2461.6,4852,3432.5
"16_3",471.26629,518.4,571.5,260.2,566.5,11643.5,10582.9,14463.1
"16_3",366.23899,519.6,962.3,1150.8,1107.9,4430.9,5195,5669.8
"16_3",365.2361,520.2,1909.7,2983.8,3046,21491.4,21305.7,23948.3
"16_3",638.35497,521.4,600.5,364.8,709.7,60343.9,58238.6,57401.9
"16_3",639.35773,521.4,1040.5,1156.6,774.3,9875.7,10789.7,10403.2
"16_3",652.3232,521.4,2397.9,3009.3,2598.6,12868.3,12474.7,11920.3
"16_3",698.31912,521.4,2520.6,3764.4,3385.8,52141.2,56322.9,55917.5
"16_3",714.29152,521.4,3715.6,2861,2879.5,50064.4,49084,46653.8
"16_3",715.29451,521.4,2804.1,3905,2970.7,16782.1,16565.4,16707.8
"16_3",1081.69522,521.4,2385,1412,3373.1,13498.1,13828.7,14647.7
"16_3",1095.73646,521.4,954.1,1179.6,1008.7,4818.6,5214.1,5209.4
"16_3",355.22715,522,1465.9,1877.6,1753.9,28472.7,28766.6,26770.7
"16_3",508.34035,522,982.7,485.8,882.7,259582.8,265569.2,256827.7
"16_3",509.34379,522,807.1,925.5,542.5,63311,71423.8,70938.8
"16_3",510.34592,522,878,284.3,636.3,14441.5,13886.6,13425.4
"16_3",558.33252,522,1643.6,1357.3,1018.3,219114.2,225614.9,215844.6
"16_3",559.33594,522,1364.9,1811.7,1701.6,66138.4,63415.4,64802
"16_3",560.33097,522,1298.1,1466.5,567.8,76404.3,75195.5,73867.5
"16_3",561.33357,522,831.1,1238.4,1351.9,22427.5,23558.6,22911.8
"16_3",568.36149,522,45297.6,17682,10047.1,16215380.8,16673841.7,16354009.5
"16_3",569.36518,522,15783,6438.2,3070.2,4902262.5,4963300,4888494.3
"16_3",570.36773,522,3144.9,1399.6,1497,1027425,1036776.3,1010674.7
"16_3",571.37006,522,1201.4,733.9,356.2,160871.2,156917.5,154344.1
"16_3",572.37276,522,330.8,321.7,358.5,21047.1,23399.6,19164.8
"16_3",585.3519,522,2282.5,1637.8,2541.1,39487.4,42510.8,34190.3
"16_3",612.38721,522,65.7,290.3,730.8,13520.2,16187,14958.7
"16_3",620.33084,522,2503.7,2563.2,1905.6,19931.2,20875.2,21234.5
"16_3",626.32,522,2348.4,2759.4,1981.7,31932.3,31160.6,30562
"16_3",628.3189,522,1706.2,3232.1,1609.4,10733.1,10131.3,11154.9
"16_3",636.34903,522,3857.4,2070.9,2230.3,842275.3,862771.9,833409
"16_3",637.35223,522,988.4,935.5,1180.4,267781.3,267147.8,269850.8
"16_3",642.39896,522,522.2,318.5,224.7,16668.3,15786.7,19379.8
"16_3",656.33536,522,2772.5,2388.5,2989,24563,26787.2,27335.8
"16_3",668.28629,522,2457,2619,2416.5,24803.9,23524.9,21492
"16_3",669.28978,522,2903.1,2298.8,2479.8,9080.4,8336.1,7151.4
"16_3",682.34172,522,2318.9,1489,2975.5,11168.5,8841.7,9820.4
"16_3",684.33058,522,3126.5,2686,3099.1,61234.6,56209,57776.1
"16_3",685.33328,522,3032.1,2418.3,2977.7,21272,19289.7,19207.6
"16_3",699.32276,522,2803,3043.3,2512.1,18024.8,18120.2,16014.9
"16_3",704.33616,522,4031.2,4103.1,3488.2,242209.6,240847.2,236762.5
"16_3",705.3396,522,2972.5,3679.5,4465.9,73403.8,74578.9,76250
"16_3",706.3417,522,2137.8,2349.2,2506,19709.6,17830.8,20013.8
"16_3",709.28937,522,2756.9,2579.1,3371.8,8250.9,10332.4,10307.6
"16_3",713.28713,522,2632.3,3211.8,2926.2,28617.8,29647.3,28691.3
"16_3",716.29335,522,2533,2418.1,2973.1,12928.1,11661.8,12414.6
"16_3",724.32249,522,3184.2,2998,3070.4,15706.7,16428.9,16059.2
"16_3",737.27676,522,2758.7,2258.4,2646,11132,9512.6,9861.2
"16_3",752.31839,522,2591.4,3432.6,3619.2,28912.3,28007.2,31383.8
"16_3",766.3063,522,2717.6,2369.6,2378.6,36049.6,37083.8,36373.6
"16_3",767.30985,522,1993,2081.9,2460.8,12799.2,13606.9,11029.9
"16_3",773.32672,522,3113.6,3046.9,3597.3,33029.5,36467.2,33957.3
"16_3",804.26137,522,3091.4,3386,2749,18839,20948.4,21173.3
"16_3",872.24967,522,4214.1,5101.9,4086.4,14547.9,12005.9,11140.9
"16_3",1082.6986,522,2461.3,2626.1,2303.4,8192.9,7864.9,7679.9
"16_3",1083.6958,522,1405.5,2189.9,2014.9,6573.5,6431.2,6173.9
"16_3",1091.72489,522,2605.4,2483.5,2994.7,446065,452900.8,452698.2
"16_3",1092.72816,522,2535,2895.6,2927.5,269694.7,271138,268185.8
"16_3",1093.73095,522,2650.1,2480.2,1885.9,95469.1,94318.7,93521
"16_3",1094.73404,522,2930.2,2654.8,2995.9,24374.9,23837.3,22499
"16_3",568.36113,522.6,44379.8,17141,9545.6,16011042.2,16465941.8,16125568.7
"16_3",643.40258,522.6,531.6,676.2,339.7,7276.3,5705.1,7280.3
"16_3",772.32333,522.6,4096.9,3669.8,3102.3,102100.4,100402,96965.5
"16_3",834.29391,522.6,3196.2,3541.3,3050.3,27659.1,26052.9,25610.7
"16_3",840.31076,522.6,2702.8,3442.1,3000.6,45128.2,45824.2,46576.3
"16_3",527.39371,523.8,442.6,395.5,0,7571.9,7104,7035.6
"16_3",321.2429,525.1,3219.7,3390.1,3040.8,9481.1,10317,8890.6
"16_3",344.2798,525.7,609.8,308,127.5,5740.8,5841.9,5806.5
"16_3",409.26177,525.7,1777.1,1652.2,1218,17886.5,16618,17834.2
"16_3",489.30361,526.3,32237.8,36701.7,33520.1,79445.1,83924.1,83284.7
"16_3",453.2888,526.9,1056.8,1226.4,1107,11910.2,11286.8,9302.1
"16_3",490.30706,526.9,11336.3,9565.3,10585.2,19444.9,20852.6,23684.9
"16_3",483.36839,527.5,618.7,1052.3,247.5,120331.1,120188.6,119339.3
"16_3",704.44965,527.5,691.9,834.1,1046.5,7406.7,7079.7,6045
"16_3",283.07015,528.1,1043.5,1472.5,1572.3,8325.8,9212,8657.6
"16_3",285.06798,528.1,1389.8,1409.2,2128.5,8063.4,8455.9,8944.7
"16_3",399.27445,528.1,593.6,1071.1,372.9,16330,21151.7,15336.5
"16_3",469.23842,528.1,1393.4,1309.6,1410.2,12665.5,14163.7,12922.7
"16_3",441.35762,528.7,98.3,312.2,473.1,17683.3,22910.7,20019.2
"16_3",648.22142,528.7,308.3,147.8,454.9,3443,2714.2,3061.1
"16_3",719.44875,528.7,932.4,1096.3,991.3,4146.6,3876.8,4974.8
"16_3",480.30903,529.3,5470.7,2916.6,2265.5,837365.9,850942.9,839457.7
"16_3",481.31229,529.3,4000.7,3448.9,3497,232375.6,238840.7,233174.7
"16_3",482.31487,529.3,572,1216.9,1047.7,41187.5,41596.7,42887.9
"16_3",517.38896,529.3,380.6,489.8,589.5,64762.1,57970.3,61810.7
"16_3",548.29603,529.3,1477.3,978.9,970.4,52203.7,54822.6,53904.5
"16_3",549.29939,529.3,1458.2,782,1135.2,15606.6,16785.8,16269.2
"16_3",550.3019,529.3,361.4,270.8,484.3,2597.9,3638,2783.7
"16_3",596.27826,529.3,1389.5,1319.1,711.4,9458,9689.8,7883.1
"16_3",616.28375,529.3,1359.7,1376.2,1066.7,20814.4,22770.8,19858.4
"16_3",617.28754,529.3,1148.9,1150.3,1590.5,5760.5,6494.3,5572.6
"16_3",684.27156,529.3,2016.4,1509.9,2076.8,10850,11298.4,13168.8
"16_3",752.25849,529.3,2273.2,2594.8,2562.7,6489.2,7332.2,7342.1
"16_3",447.29861,529.9,642,745.6,830.8,15741.9,15756.4,16305.9
"16_3",820.2463,529.9,2587.2,3529,2490.9,4001.2,4096.8,3888.5
"16_3",458.4206,530.5,3136,3649.7,2828.6,11790.8,10225.6,11653.3
"16_3",594.377,530.5,522.1,632.4,220.3,154456.1,156375.2,151084
"16_3",595.38031,530.5,475.9,661.8,246.7,50676.1,53225.6,50319.8
"16_3",297.24302,531.1,17232,15570.4,15876.5,70381.5,69841.3,81429.6
"16_3",271.22763,532.3,31243.7,16353.7,13636.5,248318.8,248465.1,255817.5
"16_3",272.23103,532.3,3010.9,3472.6,2036.5,43461.1,49749.7,42286.5
"16_3",407.20312,532.3,2813.7,1800,1310,5150,5521.5,4784
"16_3",457.353,533.5,1826.2,1379.7,1065.2,15596.9,20239.7,18601.9
"16_3",458.35574,533.5,3357,3952.4,3344.2,5082.7,6059.1,4701
"16_3",644.39244,534.1,134.5,241.4,347.8,3756.3,4416.1,3979.7
"16_3",676.42394,534.7,523.9,181.7,660,3895.6,4358.8,4302.5
"16_3",419.25598,537.8,1074,738.7,1400.3,23924.1,25536.4,24028.7
"16_3",485.38379,537.8,423.5,339.6,270.1,44947.1,33490.5,31170.3
"16_3",486.38772,537.8,139.5,266.5,217.9,8181,7816.9,11864.3
"16_3",554.38168,539.6,354.4,208,163.4,121207,119565.8,116990.7
"16_3",555.38576,539.6,296.3,421.2,366,38372.2,35332.3,37609.7
"16_3",556.38767,539.6,290.2,83.9,178.1,7487.5,7372.7,7397.9
"16_3",622.3697,539.6,330.5,333.2,527.1,10668.9,10045.1,10823.7
"16_3",690.35683,539.6,450.1,675.3,592.2,4369.8,4247.7,5775.2
"16_3",552.36669,540.8,654.9,516.9,794.2,76697.9,76760,75043.8
"16_3",227.2015,541.4,2618.1,3230.9,1959.6,15641,18216.5,15295.4
"16_3",363.17698,541.4,2026.1,1782.9,1181.1,8298.7,7945.6,10118.6
"16_3",373.1318,541.4,1305.2,1038.4,1580.6,4283.3,4552.2,5414.7
"16_3",431.16389,541.4,1789.9,1643.5,1630.3,5592.1,5259.1,5572.8
"16_3",439.15766,541.4,2201.9,2485.6,2116.6,10559.7,10227.9,11976.6
"16_3",571.37835,541.4,508,306.9,0,5307,5517.3,4385.1
"16_3",631.39741,541.4,402.7,454.8,169,14546.1,13392.6,12884.7
"16_3",295.18875,542,5568.1,4752,4330.7,17230.6,18872.5,16729.3
"16_3",361.18073,542,3515.4,2756.3,2458.6,14754.4,16293.1,12887.2
"16_3",389.17604,542,4660.4,5323.9,4739,30012.1,27320.2,29242.7
"16_3",390.17893,542,1055.7,881.4,983,5130.1,5244.2,6092.4
"16_3",535.39927,542,328.5,158,312.7,51660.5,53825.9,66173.2
"16_3",582.37731,542,343.1,567.4,274.1,67883.9,67675.1,65899
"16_3",412.2851,542.6,328,153.4,350.2,11408.7,11404.3,10158.3
"16_3",728.4505,543.2,1365.4,1562.9,1185.3,4134.1,3790.5,3557.8
"16_3",664.20038,543.8,204.6,553.2,380.7,2277.5,2072.9,1656.7
"16_3",757.17885,543.8,1512.3,1811.4,941.3,9926.8,10058.5,9326.2
"16_3",832.18437,543.8,1841.2,1457.1,2087.4,4174.5,3634.6,4517.4
"16_3",393.29975,544.4,1250,1415.9,1247.5,70507.6,64992.2,61236.7
"16_3",437.32643,544.4,10029.1,4819,4634.2,107493.1,104518.5,62929.4
"16_3",583.25551,544.4,2219.5,1400.8,1430.1,549203.1,549234.1,530537.4
"16_3",584.25874,544.4,1193.6,830,1070,208225.4,208076.5,207575.7
"16_3",585.26159,544.4,1262.3,1293.6,1211.9,45330.5,45272.1,41338.7
"16_3",605.23756,544.4,766.6,1356.2,1501.8,146084.2,144920.6,136147.8
"16_3",606.24074,544.4,807.8,952.3,580.6,55162.6,54315.7,55159.3
"16_3",607.24349,544.4,419.9,794.4,1176.9,12817.3,12295.1,12598.3
"16_3",627.21931,544.4,1278.4,778,561.5,7647,8789.9,9237.3
"16_3",637.17444,544.4,1447.7,843.7,889.2,10264.5,9371,10819.1
"16_3",641.21329,544.4,1237.5,1144.2,1355.8,3778.5,4471.3,4136.8
"16_3",663.19637,544.4,1328.6,723.1,1503.9,6619.9,5319.3,6083.2
"16_3",667.20782,544.4,1348.8,928.6,857.9,6310,7741.7,7688.4
"16_3",673.22492,544.4,1615.3,973.9,440.8,65834.7,65513.3,61312
"16_3",674.2278,544.4,1471.1,909.9,814.9,24578.2,25258.7,25212.2
"16_3",675.23074,544.4,1017.7,1052.7,1417.6,6081.6,6636.9,6266.3
"16_3",689.19199,544.4,304.4,984.1,1172.3,11190.3,11453.2,11707.2
"16_3",693.21142,544.4,1076.9,979.8,407.9,9768.3,7609.7,7826.5
"16_3",695.20766,544.4,644.6,862.2,1187.4,7668.4,7091,7060.2
"16_3",727.14428,544.4,781.1,1268.3,1239.9,8379.6,8618.7,9262.5
"16_3",728.14657,544.4,1410.1,1606.3,1010.2,2666.8,3279.9,3053.6
"16_3",731.18309,544.4,1122.6,1747.8,1190.7,3828.1,3987.1,3323.5
"16_3",741.21206,544.4,1387.4,1547.6,1844.8,36605.7,35464.8,37345.3
"16_3",742.2151,544.4,862.1,1008.4,1353.2,14873.3,15354.9,14663.9
"16_3",763.19417,544.4,1735.6,1234.5,1643.5,15057.6,15286.8,15678.1
"16_3",764.19647,544.4,1764.1,1119.8,791.6,6187.1,5794.7,5698.9
"16_3",809.19954,544.4,2085.4,1491.1,1410.1,10192.5,9310.3,10596.8
"16_3",810.20342,544.4,1705.8,1729.7,1539.8,3989.6,4669.2,2868.3
"16_3",831.18165,544.4,2212.9,2798.8,2163.6,9778.3,9385.2,10308.3
"16_3",863.11878,544.4,542.1,465.3,1622.8,5839.7,5039,5606.1
"16_3",899.16873,544.4,1639.4,1738.9,1494.2,4979.1,4730.2,4477
"16_3",795.13226,545,462.4,1117.5,945.6,7887.5,7361.7,7996.1
"16_3",347.25846,545.6,416,139.9,144.1,6331.3,5782.3,5710.6
"16_3",391.28475,546.8,1042.7,1588.7,853.6,169475,105775.4,97361.2
"16_3",411.19617,547.4,1502,1469,1203.7,16305.7,14760.3,15219.1
"16_3",423.14727,547.4,861,860,905.2,6559.4,6292.6,8066.4
"16_3",439.19119,547.4,2087.8,2567.4,1840.2,27932.6,29402.3,24976.1
"16_3",440.19418,547.4,1042.6,154.3,459.8,6511.9,5724.6,6998.3
"16_3",489.17315,547.4,2079.7,1843.5,1726.1,9285.4,9796.6,10089.2
"16_3",345.20395,547.5,1713.4,1996.1,2554,21327.7,21942.2,22310.2
"16_3",466.32806,547.5,569.1,165.2,522.3,13803.9,13980.3,12390.2
"16_3",481.17998,547.5,2590,2331.1,2020,7102.3,6639.5,6748.3
"16_3",580.3976,547.5,575.2,520.8,509.2,21525.2,21852.7,21819.5
"16_3",627.10886,547.5,1650.9,2341,1561.6,6730.9,5698.4,4609.2
"16_3",277.21715,548.1,2741.6,2793.3,3521.2,110435.9,114204.6,113896.8
"16_3",278.22034,548.1,924.1,767.3,1913.5,23839.4,23424.7,22493
"16_3",549.16704,548.1,1084.3,401.1,909.9,3905.1,4285.7,4592.5
"16_3",587.37118,548.1,426.2,223.6,74.5,27326.7,26475.1,24837.2
"16_3",301.2171,548.7,4682.6,5710.7,3555.7,67751.8,63144.3,62275.4
"16_3",302.22015,548.7,1215,1212.4,1222.9,12303.9,13683,12771.6
"16_3",588.37386,548.7,315,88,329.8,8895.6,9263.6,9059
"16_3",464.31434,549.3,1945.8,2591.9,1060.5,140135.3,143750.3,147331.7
"16_3",465.31743,549.9,1612.6,495.6,1552.3,41679.5,42524,39590.5
"16_3",722.46118,550.5,602.2,992.5,544.7,19880.2,19323.7,19959
"16_3",417.30055,551.1,1547.5,524.7,665.8,51214.5,48269.2,43504.7
"16_3",451.34202,551.1,5075.4,6302.9,5080.3,72754.7,65062.1,65849.7
"16_3",723.46467,551.1,770.1,433.4,862.4,7880.5,8500.8,9037.6
"16_3",473.28209,551.7,13937.8,14536.2,15148.1,38313.8,37266.4,40680.7
"16_3",474.28554,551.7,4529.8,3760.7,4787.2,11896.1,13105.2,14134.6
"16_3",473.28149,552.3,14332.5,14467.2,14456.1,41745,40487.4,43269.3
"16_3",515.37253,552.3,644.6,509.1,546.2,26406.5,32516.9,26419.5
"16_3",401.29012,554.7,1256.2,1004.1,1317,25308.4,24306,28129.1
"16_3",551.16666,554.7,1079.2,864.2,792.4,3572.5,5158.2,3745.5
"16_3",253.21727,555.3,2467.6,3098.9,2819.8,145274.8,144383.8,136071.4
"16_3",254.22045,555.3,668.4,639.3,893.1,24879.3,26414.7,25442.1
"16_3",285.24347,555.3,3264.6,3501.1,4208.5,10195.9,10064,11394.6
"16_3",321.20473,555.3,3372.5,3111.6,1901.4,48309.1,51126,46045.9
"16_3",338.19399,555.3,1181,1074.4,1179.8,8935.5,11476.5,9983.7
"16_3",383.17474,555.3,2150.2,2398.2,2442.2,7652.2,7307.1,8577.7
"16_3",387.19644,555.3,2585.2,2780.9,2055.7,25582.1,24513.5,24312.8
"16_3",389.11856,555.3,2135.8,1621.8,1095,5410.4,6327.3,4130.7
"16_3",389.19217,555.3,3726.7,3778.4,3633.9,14058.7,17763.2,17591.6
"16_3",399.14729,555.3,2558.6,2304.5,2576.6,15046.9,14573.9,13793.3
"16_3",414.30008,555.3,90.9,295.6,341.6,2922.4,4001.7,3409.2
"16_3",415.19146,555.3,3590,3382.5,2493.7,37468.5,41121.8,37178.9
"16_3",444.14481,555.3,1277.7,1045.6,804.5,8512.4,7731.3,8979
"16_3",457.17916,555.3,6442.7,3534.8,3086.1,13234.5,14816.6,13570.9
"16_3",471.25413,555.3,819.2,673,781,14413.5,16013,15881.6
"16_3",525.16648,555.3,1556,1381,1173.3,9888.8,8777.1,9008
"16_3",580.11986,555.3,569.5,609,298.6,4491.2,4239.8,3877.6
"16_3",587.13686,555.3,1463.6,1446.9,1333.9,7794.5,7752,8356.3
"16_3",593.15424,555.3,1155.4,535.5,1167.9,6015.5,6183.3,5424.6
"16_3",603.10937,555.3,1386,1369.9,1210.2,12999.6,14219.6,14706.6
"16_3",697.50142,555.3,429.1,253.4,264.6,5542.2,5847.1,5163.2
"16_3",391.26192,555.9,220.7,681.6,343.9,16217.9,14415.8,13392.1
"16_3",544.34793,555.9,1302.2,1206.8,935.2,12428.3,11375.8,11987
"16_3",349.25076,556.5,2316.7,2279.1,2574.2,15861.7,17102.8,14001.8
"16_3",543.34505,556.5,1033.4,1236.9,1090.8,34874.9,35759.7,36868.1
"16_3",655.42099,556.5,713.1,566.2,996.9,19240.8,20517.5,21110.5
"16_3",656.42495,556.5,515.3,340.9,216.2,7054,8757.6,8265.3
"16_3",491.32204,557.2,7288.5,7475.2,5417.3,76951.6,73574.8,74638.7
"16_3",492.32535,557.2,1448.5,1327.9,1527.5,22297.9,22622.7,21391.3
"16_3",511.39969,557.8,175.5,370.4,66.9,155185.5,163255.6,163933.9
"16_3",512.4028,557.8,141.2,506.2,153,52140.4,51628.9,70356.2
"16_3",606.41449,559.6,271.2,0,281.3,9829.6,9194.1,8358.9
"16_3",431.31601,562,1729.1,1263.1,1821,32366.2,35760.3,33591.3
